"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","277","Test finding pets with invalid status values","Petstore API Regression Test Suite","Mon Mar 09 17:23:53 UTC 2026","passed","Mon Mar 09 17:23:54 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testInvalidStatusEnum"
"","2484","Test GET pet with invalid IDs","Petstore API Regression Test Suite","Mon Mar 09 17:23:42 UTC 2026","passed","Mon Mar 09 17:23:45 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testGetPetWithInvalidId"
"","299","Test finding pets with invalid status values","Petstore API Regression Test Suite","Mon Mar 09 17:23:53 UTC 2026","passed","Mon Mar 09 17:23:53 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testInvalidStatusEnum"
"","605","Test pet ID boundaries","Petstore API Regression Test Suite","Mon Mar 09 17:23:52 UTC 2026","passed","Mon Mar 09 17:23:52 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testPetIdBoundaries"
"","296","Test finding pets with invalid status values","Petstore API Regression Test Suite","Mon Mar 09 17:23:52 UTC 2026","passed","Mon Mar 09 17:23:52 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testInvalidStatusEnum"
"","567","Test pet ID boundaries","Petstore API Regression Test Suite","Mon Mar 09 17:23:51 UTC 2026","passed","Mon Mar 09 17:23:52 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testPetIdBoundaries"
"","310","Test GET pet with invalid IDs","Petstore API Regression Test Suite","Mon Mar 09 17:23:45 UTC 2026","passed","Mon Mar 09 17:23:45 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testGetPetWithInvalidId"
"","340","Get pet by ID","Petstore API Smoke Test Suite","Mon Mar 09 17:23:05 UTC 2026","passed","Mon Mar 09 17:23:06 UTC 2026","com.example.smoke.PetSmokeTests","Smoke Tests","com.example.smoke.PetSmokeTests","testGetPetById"
"","597","Test pet with multiple tags","Petstore API Regression Test Suite","Mon Mar 09 17:23:56 UTC 2026","passed","Mon Mar 09 17:23:57 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testPetWithMultipleTags"
"","832","Test POST pet with oversized payload","Petstore API Regression Test Suite","Mon Mar 09 17:23:49 UTC 2026","passed","Mon Mar 09 17:23:50 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testPostPetWithOversizedPayload"
"","299","Test DELETE pet with invalid ID","Petstore API Regression Test Suite","Mon Mar 09 17:23:46 UTC 2026","passed","Mon Mar 09 17:23:46 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testDeleteNonExistentPet"
"","361","Test accessing invalid endpoints","Petstore API Regression Test Suite","Mon Mar 09 17:23:46 UTC 2026","passed","Mon Mar 09 17:23:47 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testInvalidEndpoints"
"","312","Test GET pet with invalid IDs","Petstore API Regression Test Suite","Mon Mar 09 17:23:45 UTC 2026","passed","Mon Mar 09 17:23:46 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testGetPetWithInvalidId"
"","301","Test PUT pet without required fields","Petstore API Regression Test Suite","Mon Mar 09 17:23:50 UTC 2026","passed","Mon Mar 09 17:23:50 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testUpdatePetWithMissingRequiredFields"
"","278","Test finding pets with invalid status values","Petstore API Regression Test Suite","Mon Mar 09 17:23:52 UTC 2026","passed","Mon Mar 09 17:23:53 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testInvalidStatusEnum"
"","301","Test POST pet with malformed JSON","Petstore API Regression Test Suite","Mon Mar 09 17:23:49 UTC 2026","passed","Mon Mar 09 17:23:49 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testPostPetWithMalformedPayload"
"","1749","Test concurrent pet creation","Petstore API Regression Test Suite","Mon Mar 09 17:23:54 UTC 2026","passed","Mon Mar 09 17:23:55 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testConcurrentPetCreation"
"","877","Test updating pet with partial data","Petstore API Regression Test Suite","Mon Mar 09 17:23:57 UTC 2026","passed","Mon Mar 09 17:23:58 UTC 2026","com.example.regression.PetRegressionTests","Regression Tests","com.example.regression.PetRegressionTests","testPartialPetUpdate"
"","290","Test accessing invalid endpoints","Petstore API Regression Test Suite","Mon Mar 09 17:23:46 UTC 2026","passed","Mon Mar 09 17:23:46 UTC 2026","com.example.negative.NegativeTests","Negative Tests","com.example.negative.NegativeTests","testInvalidEndpoints"
